founder_id,founder_age,founder_gender,years_with_startup,founder_role,monthly_revenue_generated,work_life_balance_rating,venture_satisfaction,startup_performance_rating,funding_rounds_led,working_overtime,distance_from_investor_hub,education_background,personal_status,num_dependents,startup_stage,team_size_category,years_since_founding,remote_operations,leadership_scope,innovation_support,startup_reputation,founder_visibility,retention_status
51466,25,Male,1,Technology,9250.0,Poor,Medium,High,0,No,56,High School,Married,5.0,Mid,Medium,65.0,No,No,No,Fair,High,Left
42800,51,Female,35,Media,5769.0,,High,High,0,No,26,Bachelor’s Degree,Single,4.0,Entry,Small,55.0,Yes,No,No,Good,High,Left
14375,34,Female,7,Media,6613.0,Fair,High,Below Average,0,Yes,76,Bachelor’s Degree,Married,2.0,Entry,Small,78.0,No,No,No,Good,Medium,Left
28537,31,Male,3,Media,5789.0,Fair,High,Average,1,Yes,19,Bachelor’s Degree,Married,0.0,Entry,Large,80.0,No,No,No,Poor,Low,Left
4642,34,Female,8,Healthcare,9002.0,Good,Medium,High,3,No,98,Master’s Degree,Single,1.0,Entry,Medium,65.0,No,No,No,Fair,High,Left
43711,48,Female,21,Healthcare,,,,Average,0,No,21,Master’s Degree,Married,,Mid,,,Yes,Yes,No,Poor,Low,Left
56815,28,Male,4,Healthcare,7636.0,Fair,Medium,Average,1,No,99,Associate Degree,Married,0.0,Entry,Medium,57.0,No,No,Yes,Poor,Low,Left
9043,57,Male,5,Education,4337.0,,,Below Average,1,No,35,Bachelor’s Degree,Married,,Mid,,,No,No,No,Good,High,Left
41921,28,Female,12,Media,5622.0,Good,Very High,Below Average,1,No,41,Associate Degree,Married,0.0,Senior,Small,15.0,No,No,No,Fair,High,Stayed
49130,59,Male,11,Healthcare,8331.0,Excellent,High,Average,0,No,91,High School,Married,0.0,Mid,Medium,45.0,Yes,Yes,No,Good,High,Stayed
9167,58,Female,21,Finance,7024.0,Good,Very High,Average,0,No,63,Master’s Degree,Single,0.0,Entry,Large,31.0,No,No,No,Good,Medium,Left
53253,57,Female,34,Technology,8999.0,Good,Medium,Average,0,Yes,63,Master’s Degree,Divorced,5.0,Entry,Medium,99.0,No,No,No,Good,Low,Stayed
5769,36,Male,4,Technology,8891.0,,,Below Average,1,Yes,39,Bachelor’s Degree,Married,,Senior,Large,45.0,No,No,No,Poor,High,Stayed
34488,34,Male,25,Finance,5994.0,Excellent,Very High,Average,1,No,13,Associate Degree,Single,0.0,Entry,Small,62.0,No,No,No,Fair,Low,Left
18328,21,Female,2,Education,5832.0,Excellent,Medium,High,2,No,29,Bachelor’s Degree,Married,2.0,Mid,Medium,18.0,No,No,Yes,Fair,High,Stayed
31258,43,Male,34,Media,7125.0,Excellent,Very High,Average,0,No,28,Master’s Degree,Married,0.0,Entry,Medium,69.0,Yes,No,No,Good,High,Stayed
27630,38,Male,1,Technology,9069.0,,High,High,1,No,96,Associate Degree,Divorced,1.0,Mid,Medium,47.0,No,No,No,Fair,Medium,Stayed
65782,48,Female,7,Finance,5964.0,Excellent,Medium,High,4,Yes,51,High School,Single,1.0,Senior,Small,62.0,No,No,No,Good,Very High,Stayed
66483,44,Female,12,Technology,8519.0,Good,High,Average,0,No,98,Associate Degree,Married,0.0,Entry,Medium,72.0,No,No,No,Good,High,Left
43780,28,Female,12,Healthcare,9692.0,Excellent,Very High,Average,0,Yes,63,Bachelor’s Degree,Married,0.0,Entry,Medium,84.0,Yes,No,No,Fair,High,Stayed
10719,41,Male,3,Healthcare,7566.0,Fair,Very High,Average,2,No,29,Master’s Degree,Married,2.0,Entry,Medium,81.0,No,No,No,Good,Low,Left
53578,54,Male,45,Technology,12718.0,Fair,High,Average,1,No,58,Associate Degree,Married,0.0,Mid,Medium,87.0,No,No,No,Poor,Medium,Left
4484,21,Male,3,Finance,,,,Average,0,No,91,Master’s Degree,Married,,Senior,,,No,No,No,Fair,Low,Left
26949,31,Male,17,Media,5610.0,Good,High,Average,0,No,79,PhD,Married,2.0,Entry,Medium,46.0,No,No,No,Fair,Medium,Left
63574,33,Male,10,Education,4502.0,Good,High,Average,1,No,59,Bachelor’s Degree,Divorced,2.0,Mid,Large,75.0,Yes,No,No,Fair,Medium,Stayed
71923,53,Female,35,Finance,7651.0,Excellent,High,Average,0,Yes,36,Bachelor’s Degree,Married,4.0,Mid,Medium,73.0,No,No,No,Poor,Medium,Stayed
55387,53,Male,8,Media,5884.0,Fair,High,Average,0,Yes,11,Bachelor’s Degree,Married,2.0,Mid,Medium,52.0,No,No,No,Good,Medium,Left
16929,36,Female,14,Finance,7537.0,Excellent,High,Average,2,No,27,High School,Married,0.0,Entry,Medium,23.0,Yes,No,Yes,Good,Low,Stayed
6521,31,Female,7,Education,4448.0,Fair,High,Average,1,No,7,High School,Divorced,2.0,Mid,Large,55.0,No,No,No,Fair,High,Left
64496,38,Female,16,Technology,8958.0,Good,Very High,Average,1,No,96,Master’s Degree,Married,2.0,Senior,Medium,36.0,No,No,No,Good,High,Stayed
42676,38,Male,13,Technology,9688.0,Fair,High,High,0,No,45,Associate Degree,Single,4.0,Entry,Medium,74.0,Yes,Yes,No,Poor,Low,Left
44400,46,Male,23,Healthcare,7498.0,,,Average,0,Yes,53,High School,Married,,Senior,Medium,,No,No,No,Good,Medium,Stayed
12799,56,Male,15,Technology,9266.0,Good,Medium,High,0,No,36,Bachelor’s Degree,Married,5.0,Senior,Medium,46.0,No,No,No,Good,Low,Stayed
39498,47,Female,30,Healthcare,9949.0,Good,Medium,Average,0,No,12,Bachelor’s Degree,Divorced,0.0,Mid,Medium,101.0,No,No,Yes,Good,Very High,Stayed
61061,48,Female,8,Finance,10290.0,Fair,High,Average,1,Yes,40,High School,Married,0.0,Entry,Medium,70.0,No,No,Yes,Fair,Medium,Stayed
3663,43,Male,16,Education,5583.0,Fair,High,High,4,No,40,Associate Degree,Married,1.0,Senior,Small,92.0,No,No,Yes,Poor,Low,Stayed
8561,58,Male,13,Finance,5804.0,Excellent,High,Below Average,2,Yes,3,Associate Degree,Single,1.0,Entry,Medium,15.0,No,No,No,Poor,Low,Left
11678,29,Male,9,Media,6685.0,Fair,High,Average,0,No,97,Associate Degree,Single,0.0,Mid,Medium,57.0,No,No,No,Good,Low,Left
29960,56,Male,44,Finance,,,,Average,1,No,84,Bachelor’s Degree,Single,,Senior,,,No,No,No,Good,Low,Stayed
14448,32,Male,16,Education,2952.0,Fair,Medium,Below Average,0,No,8,Bachelor’s Degree,Married,3.0,Mid,Medium,32.0,No,No,No,Good,Very High,Stayed
2546,51,Male,21,Finance,7278.0,Good,Very High,Average,0,No,70,Master’s Degree,Single,0.0,Entry,Medium,43.0,No,No,No,Poor,High,Left
59426,59,Female,50,Finance,9353.0,Fair,Very High,Average,0,Yes,62,Associate Degree,Divorced,4.0,Senior,Large,82.0,No,No,No,Good,Low,Stayed
34049,54,Female,25,Education,5477.0,Good,High,Average,0,Yes,56,High School,Single,0.0,Entry,Small,53.0,Yes,No,No,Good,Medium,Stayed
6054,48,Male,30,Media,6316.0,Good,Low,High,2,No,60,Master’s Degree,Divorced,4.0,Mid,Medium,86.0,No,No,No,Good,High,Stayed
38659,38,Male,21,Media,5300.0,Fair,Medium,Average,1,Yes,90,Bachelor’s Degree,Single,3.0,Entry,Small,54.0,No,No,No,Good,Low,Left
62541,32,Female,11,Technology,9714.0,Good,High,Low,0,No,12,Associate Degree,Divorced,0.0,Mid,Large,41.0,Yes,No,No,Poor,Medium,Stayed
6747,21,Female,13,Finance,10989.0,Fair,High,Average,3,No,91,Bachelor’s Degree,Single,4.0,Mid,Small,46.0,No,No,No,Fair,Medium,Left
24192,22,Male,1,Media,6669.0,,,Average,2,No,25,Master’s Degree,Divorced,,Mid,,,Yes,No,Yes,Good,Low,Stayed
32072,50,Female,42,Healthcare,6433.0,Poor,Medium,Below Average,2,No,85,High School,Single,0.0,Senior,Small,52.0,No,No,No,Good,High,Left
18436,41,Male,23,Education,4804.0,Good,Medium,Average,0,No,67,Master’s Degree,Single,1.0,Senior,Medium,94.0,No,No,No,Good,Very High,Stayed
22905,20,Female,3,Finance,10366.0,Excellent,Medium,Average,2,No,68,Associate Degree,Married,0.0,Mid,Small,76.0,No,No,No,Fair,Medium,Left
29841,39,Male,24,Media,7013.0,Excellent,Low,Below Average,2,No,87,Associate Degree,Divorced,4.0,Entry,Medium,67.0,No,No,No,Fair,Low,Left
33531,44,Male,32,Education,5194.0,Good,High,Average,1,No,78,Master’s Degree,Single,0.0,Mid,Large,34.0,Yes,No,No,Poor,Low,Stayed
66619,55,Female,35,Healthcare,7702.0,Fair,High,Average,0,No,1,Associate Degree,Single,3.0,Senior,Large,106.0,No,No,No,Good,High,Left
10201,27,Female,11,Education,4530.0,Good,Very High,Low,0,No,96,Bachelor’s Degree,Married,1.0,Entry,Large,40.0,No,No,No,Fair,Medium,Left
57301,49,Male,4,Technology,7370.0,Poor,Very High,Below Average,1,Yes,5,Associate Degree,Married,1.0,Senior,Large,9.0,No,No,No,Good,Medium,Stayed
19119,57,Female,39,Technology,6793.0,,,Average,0,Yes,80,Associate Degree,Single,0.0,Mid,Medium,41.0,No,No,No,Good,Low,Stayed
33222,33,Female,8,Healthcare,9062.0,Fair,Very High,Below Average,0,Yes,62,Master’s Degree,Married,0.0,Entry,Medium,72.0,No,No,Yes,Good,Low,Left
71459,57,Male,12,Technology,4764.0,Good,Low,Average,0,No,19,Bachelor’s Degree,Single,1.0,Mid,Small,63.0,Yes,No,No,Good,Low,Stayed
51162,32,Male,7,Healthcare,5844.0,Good,High,Average,1,No,86,High School,Married,0.0,Senior,Small,21.0,No,No,No,Fair,Medium,Stayed
57782,37,Female,29,Technology,7667.0,Good,Medium,Average,3,Yes,34,Bachelor’s Degree,Single,3.0,Entry,Large,90.0,No,No,No,Poor,Low,Stayed
45287,40,Male,12,Healthcare,8395.0,Poor,Very High,High,2,Yes,7,Associate Degree,Single,3.0,Entry,Large,63.0,No,No,No,Good,Medium,Left
6769,40,Male,4,Media,5400.0,Good,High,High,0,No,36,Master’s Degree,Single,6.0,Entry,Small,27.0,No,No,Yes,Fair,Medium,Left
16505,25,Female,11,Technology,11391.0,Fair,Medium,Average,0,No,38,Master’s Degree,Married,1.0,Entry,Medium,48.0,No,No,No,Fair,Medium,Left
41066,55,Female,11,Technology,6288.0,Excellent,Low,Average,2,No,59,Associate Degree,Married,5.0,Mid,Large,41.0,No,No,No,Fair,Low,Stayed
37403,50,Male,10,Technology,10872.0,,Very High,Average,0,No,74,High School,Divorced,2.0,Mid,Medium,50.0,No,No,No,Fair,High,Left
50954,53,Male,7,Education,5031.0,Good,High,High,1,No,7,High School,Married,1.0,Entry,Small,58.0,No,No,No,Good,Low,Stayed
62247,59,Male,12,Healthcare,7521.0,,,High,2,Yes,97,Master’s Degree,Divorced,3.0,Senior,Small,35.0,No,No,Yes,Poor,Medium,Stayed
7439,49,Male,36,Education,5273.0,Excellent,Medium,Below Average,0,No,71,Associate Degree,Single,4.0,Entry,Medium,80.0,No,No,No,Good,Medium,Stayed
49717,37,Female,21,Healthcare,6283.0,Fair,High,Below Average,1,Yes,62,Bachelor’s Degree,Married,4.0,Entry,Large,26.0,No,No,No,Good,Medium,Left
14794,30,Male,12,Education,4918.0,Good,High,Average,1,No,36,Associate Degree,Married,1.0,Entry,Large,55.0,No,No,No,Good,Low,Stayed
39648,20,Female,12,Healthcare,8068.0,Good,Low,High,0,No,34,Associate Degree,Single,1.0,Mid,Medium,80.0,No,No,No,Good,High,Stayed
68268,29,Male,11,Media,6146.0,Good,High,Average,0,Yes,12,Master’s Degree,Divorced,1.0,Mid,Medium,26.0,No,No,Yes,Good,Medium,Stayed
65842,35,Female,5,Finance,9214.0,Poor,High,Average,0,No,58,High School,Married,0.0,Mid,Medium,47.0,No,No,No,Good,High,Left
15393,18,Female,7,Finance,6198.0,Fair,Low,Average,0,Yes,62,Master’s Degree,Married,1.0,Mid,Small,54.0,No,No,No,Fair,Low,Left
52346,56,Female,9,Healthcare,7951.0,Good,Very High,Average,0,No,12,High School,Divorced,2.0,Senior,Medium,15.0,No,No,No,Poor,Low,Stayed
26635,57,Male,42,Technology,10236.0,Fair,Medium,Average,2,No,26,Associate Degree,Single,0.0,Mid,Small,69.0,No,No,No,Good,Medium,Left
49918,43,Female,7,Technology,10967.0,,,Average,0,No,75,Associate Degree,Divorced,2.0,Mid,Medium,58.0,Yes,No,Yes,Poor,High,Stayed
48561,38,Male,4,Education,3768.0,Good,High,Average,2,No,7,Master’s Degree,Single,3.0,Senior,Medium,5.0,No,No,No,Good,High,Stayed
68449,53,Male,24,Technology,8987.0,,,Average,0,No,85,Bachelor’s Degree,Married,4.0,Mid,Small,99.0,No,No,No,Good,Medium,Stayed
47598,58,Female,14,Education,4319.0,Poor,High,Average,1,Yes,55,High School,Single,0.0,Senior,Medium,28.0,No,Yes,No,Poor,Low,Left
43545,18,Male,9,Healthcare,8124.0,Fair,Low,Average,0,No,38,Master’s Degree,Married,1.0,Mid,Large,41.0,No,Yes,No,Good,Low,Left
12278,26,Male,13,Technology,6551.0,Excellent,Medium,Average,2,No,22,Master’s Degree,Married,4.0,Mid,Medium,91.0,No,No,No,Poor,Medium,Stayed
48118,37,Male,22,Media,5382.0,,Very High,High,1,No,90,High School,Married,0.0,Entry,Small,100.0,No,No,No,Excellent,High,Stayed
43880,35,Male,12,Education,3389.0,,,Average,0,No,75,Associate Degree,Married,,Mid,Small,84.0,No,No,No,Good,High,Left
72718,20,Male,3,Media,6123.0,Excellent,Very High,Average,0,Yes,55,Associate Degree,Single,1.0,Entry,Small,31.0,Yes,No,No,Good,Medium,Left
22534,39,Male,27,Media,6476.0,,,Average,0,No,40,Bachelor’s Degree,Single,,Entry,Small,106.0,No,No,Yes,Good,High,Left
73863,34,Female,11,Healthcare,8560.0,Good,High,Average,2,No,28,High School,Divorced,4.0,Senior,Medium,90.0,No,No,No,Good,Medium,Stayed
39365,54,Female,9,Media,6027.0,,,High,4,Yes,95,High School,Single,,Entry,,,Yes,No,No,Excellent,High,Stayed
11614,45,Male,26,Education,3102.0,Good,Low,Average,1,No,21,Master’s Degree,Divorced,3.0,Entry,Medium,27.0,No,No,Yes,Poor,High,Stayed
47544,31,Female,15,Media,6683.0,Good,Medium,Average,2,No,35,Bachelor’s Degree,Married,4.0,Entry,Small,83.0,No,No,No,Poor,Low,Left
52086,27,Female,15,Technology,10105.0,Excellent,Very High,Average,0,Yes,94,Master’s Degree,Married,0.0,Entry,Small,50.0,No,No,No,Good,Low,Left
12894,24,Male,8,Healthcare,7453.0,,High,Below Average,0,No,6,Bachelor’s Degree,Divorced,1.0,Entry,Small,54.0,No,No,Yes,Fair,Medium,Stayed
66053,44,Male,17,Healthcare,5201.0,Poor,Medium,Average,1,Yes,33,Master’s Degree,Divorced,3.0,Senior,Medium,78.0,Yes,No,Yes,Fair,Medium,Stayed
4848,29,Male,17,Finance,8489.0,Poor,Very High,Average,0,Yes,63,Associate Degree,Single,2.0,Entry,Medium,19.0,No,No,No,Poor,Low,Left
23037,32,Male,15,Healthcare,9061.0,Fair,High,High,0,Yes,23,Master’s Degree,Divorced,4.0,Mid,Medium,82.0,No,No,No,Good,Medium,Left
33475,57,Male,21,Technology,8283.0,Fair,High,Average,2,No,10,Bachelor’s Degree,Single,3.0,Entry,Medium,27.0,No,No,Yes,Fair,Medium,Left
29156,41,Male,5,Healthcare,8703.0,Good,High,Average,0,No,23,Bachelor’s Degree,Single,0.0,Entry,Small,55.0,Yes,No,Yes,Good,High,Left
58904,57,Female,7,Finance,4604.0,Excellent,Low,Average,1,No,9,Associate Degree,Married,3.0,Entry,Medium,23.0,Yes,No,Yes,Good,Low,Stayed
48328,56,Female,28,Media,5737.0,,,High,0,No,83,Associate Degree,Divorced,,Entry,,,No,No,No,Poor,Low,Left
23630,36,Male,21,Finance,8967.0,Fair,High,Average,3,No,19,PhD,Married,6.0,Entry,Medium,24.0,No,No,No,Good,Medium,Stayed
72713,25,Female,7,Finance,7534.0,Fair,High,Average,0,No,62,Associate Degree,Married,0.0,Entry,Large,26.0,No,No,No,Good,Medium,Left
38769,36,Male,1,Technology,6896.0,Fair,High,Low,0,Yes,89,High School,Married,0.0,Mid,Medium,66.0,No,No,No,Good,Medium,Stayed
3966,46,Female,19,Education,5091.0,,,Average,3,No,62,High School,Divorced,,Entry,Large,86.0,Yes,No,No,Good,Low,Stayed
12221,54,Male,8,Finance,8919.0,Fair,High,High,2,No,90,High School,Married,1.0,Mid,Medium,15.0,No,No,No,Good,Low,Left
24210,35,Female,9,Education,3569.0,Poor,Very High,Average,2,No,1,Bachelor’s Degree,Married,1.0,Senior,Medium,35.0,Yes,No,No,Poor,Low,Stayed
53203,18,Male,5,Healthcare,7294.0,Good,Medium,Below Average,0,Yes,10,High School,Married,1.0,Entry,Small,76.0,No,No,Yes,Excellent,High,Left
24280,25,Male,13,Finance,10332.0,Good,High,Average,1,No,48,Bachelor’s Degree,Single,2.0,Mid,Small,19.0,No,No,Yes,Good,Medium,Stayed
47215,28,Female,10,Technology,11241.0,Poor,Medium,High,0,No,4,Associate Degree,Divorced,2.0,Mid,Medium,70.0,Yes,No,Yes,Good,Medium,Stayed
51995,26,Male,14,Healthcare,9506.0,Fair,Low,Average,2,No,80,PhD,Single,3.0,Senior,Small,88.0,No,No,No,Good,Medium,Stayed
27707,44,Male,16,Media,6207.0,Fair,Very High,Average,0,No,74,Bachelor’s Degree,Single,0.0,Mid,Medium,64.0,No,No,No,Good,High,Left
40931,34,Male,19,Education,4627.0,Fair,High,High,1,No,37,Master’s Degree,Divorced,4.0,Senior,Large,75.0,No,Yes,No,Good,Very High,Stayed
52275,31,Female,10,Technology,7565.0,Poor,High,Below Average,1,No,92,Master’s Degree,Single,2.0,Mid,Medium,17.0,No,No,No,Poor,High,Left
62100,44,Female,27,Technology,7862.0,Fair,Low,Average,0,No,8,High School,Single,5.0,Senior,Medium,56.0,No,No,Yes,Fair,Low,Left
46425,21,Female,5,Healthcare,,,,High,3,No,5,Master’s Degree,Married,,Entry,,,No,No,No,Good,Medium,Left
47061,40,Female,8,Education,3570.0,,,High,0,No,64,High School,Married,,Entry,Small,,No,No,No,Good,Low,Left
71117,18,Male,7,Healthcare,7230.0,Good,High,High,0,Yes,26,Master’s Degree,Divorced,1.0,Mid,Large,41.0,No,No,No,Good,High,Stayed
66035,38,Male,8,Healthcare,7288.0,Excellent,Medium,Average,0,No,51,Bachelor’s Degree,Divorced,3.0,Entry,Large,85.0,No,No,No,Good,Medium,Stayed
67408,44,Male,21,Healthcare,7196.0,Fair,Very High,Average,1,Yes,11,Associate Degree,Single,2.0,Entry,Medium,80.0,Yes,No,No,Good,Low,Left
17174,59,Female,31,Technology,9392.0,Good,High,High,0,No,62,Bachelor’s Degree,Single,5.0,Entry,Medium,107.0,No,No,Yes,Good,Low,Stayed
63207,33,Male,2,Technology,8853.0,Poor,High,Average,0,No,42,Associate Degree,Married,4.0,Mid,Medium,13.0,Yes,No,No,Poor,Low,Stayed
19789,45,Male,19,Education,5272.0,Fair,Low,Average,1,No,67,Associate Degree,Single,3.0,Mid,Medium,85.0,No,No,No,Poor,High,Left
8581,54,Male,7,Healthcare,8543.0,Good,Medium,Average,1,No,13,Bachelor’s Degree,Married,4.0,Entry,Medium,72.0,No,No,No,Good,Low,Stayed
47819,39,Female,19,Healthcare,6914.0,Excellent,High,Average,0,No,81,Bachelor’s Degree,Married,4.0,Entry,Medium,25.0,No,No,No,Fair,Low,Left
2608,53,Male,23,Healthcare,8723.0,Good,Medium,Average,1,Yes,17,Associate Degree,Married,4.0,Mid,Medium,59.0,Yes,No,No,Excellent,Medium,Stayed
6620,38,Female,7,Technology,9574.0,Excellent,High,Average,0,No,63,Bachelor’s Degree,Single,5.0,Mid,Large,40.0,No,No,No,Fair,Low,Stayed
30121,43,Female,26,Media,6856.0,Fair,High,High,1,Yes,7,Bachelor’s Degree,Married,0.0,Mid,Large,30.0,No,No,No,Good,High,Left
30436,20,Female,11,Education,4750.0,Good,High,Average,1,No,82,Bachelor’s Degree,Married,2.0,Entry,Small,16.0,No,No,No,Good,Low,Left
4481,22,Male,10,Media,5531.0,Poor,Low,High,1,No,30,Bachelor’s Degree,Single,3.0,Mid,Small,14.0,No,No,No,Fair,High,Stayed
15875,35,Male,12,Media,5950.0,Excellent,Medium,High,0,No,11,Bachelor’s Degree,Single,0.0,Mid,Large,91.0,No,No,No,Excellent,High,Left
63264,52,Female,1,Healthcare,8305.0,Good,High,Average,0,Yes,66,High School,Single,2.0,Entry,Small,9.0,No,No,No,Good,Medium,Left
39033,19,Female,3,Healthcare,6830.0,Fair,High,Below Average,0,Yes,92,Master’s Degree,Divorced,1.0,Mid,Medium,16.0,Yes,No,No,Good,High,Stayed
45341,35,Female,5,Technology,7197.0,Fair,High,Average,2,No,96,Master’s Degree,Single,4.0,Senior,Small,69.0,Yes,No,Yes,Good,Low,Stayed
7595,53,Male,8,Healthcare,9169.0,,High,High,0,No,17,Bachelor’s Degree,Married,1.0,Mid,Medium,35.0,Yes,Yes,No,Poor,High,Left
36741,50,Female,31,Media,6138.0,,Low,High,0,No,10,Master’s Degree,Single,2.0,Mid,Medium,67.0,No,No,No,Fair,High,Left
16186,30,Female,21,Finance,7851.0,Good,High,Average,1,Yes,78,Master’s Degree,Single,0.0,Mid,Large,66.0,No,No,No,Good,High,Left
39583,48,Male,35,Healthcare,9826.0,Good,High,Below Average,0,No,35,Master’s Degree,Married,0.0,Senior,Large,42.0,No,No,No,Good,Low,Stayed
27728,35,Male,2,Healthcare,8398.0,Good,High,Average,2,No,6,Associate Degree,Married,0.0,Entry,Medium,13.0,Yes,No,No,Poor,Medium,Stayed
62574,42,Male,32,Media,5741.0,Fair,High,Average,0,No,25,Bachelor’s Degree,Married,1.0,Entry,Medium,68.0,Yes,No,No,Good,High,Stayed
6726,42,Female,34,Technology,10649.0,Excellent,Medium,Average,2,Yes,10,High School,Married,2.0,Entry,Medium,37.0,No,No,No,Good,Medium,Left
45002,28,Female,20,Healthcare,7858.0,Fair,High,Average,2,Yes,23,Master’s Degree,Married,0.0,Senior,Medium,81.0,No,No,No,Poor,High,Left
60931,38,Male,17,Technology,7677.0,Fair,Low,Low,1,No,41,Master’s Degree,Single,0.0,Mid,Small,96.0,No,No,No,Good,High,Left
34033,36,Male,23,Technology,10585.0,Excellent,Medium,Below Average,0,No,91,Bachelor’s Degree,Married,0.0,Senior,Medium,87.0,Yes,No,Yes,Fair,Low,Stayed
6004,34,Female,21,Education,3238.0,Poor,Medium,High,0,No,89,Master’s Degree,Married,2.0,Entry,Medium,85.0,No,No,Yes,Poor,Medium,Stayed
52677,24,Female,14,Healthcare,8340.0,Excellent,Low,Below Average,3,No,27,Bachelor’s Degree,Married,0.0,Entry,Medium,22.0,No,No,No,Good,Low,Stayed
70400,31,Male,4,Technology,8650.0,Fair,High,Average,2,No,26,Associate Degree,Single,0.0,Entry,Medium,62.0,No,Yes,No,Poor,High,Left
47076,48,Male,28,Healthcare,7515.0,Good,High,Average,2,No,42,High School,Married,0.0,Mid,Large,37.0,Yes,No,No,Good,High,Stayed
50218,49,Female,14,Technology,8797.0,,High,Average,1,No,35,Master’s Degree,Married,1.0,Mid,Small,56.0,No,No,Yes,Fair,Low,Stayed
23692,36,Female,1,Education,3755.0,Fair,High,Below Average,0,Yes,32,Master’s Degree,Single,0.0,Entry,Medium,29.0,No,No,No,Good,Low,Left
1546,35,Female,11,Technology,10392.0,Poor,High,Average,1,Yes,43,Master’s Degree,Married,0.0,Senior,Large,30.0,No,No,Yes,Good,Very High,Stayed
10741,41,Female,12,Media,5499.0,Fair,High,Below Average,0,No,34,Bachelor’s Degree,Married,4.0,Entry,Medium,40.0,No,No,No,Fair,High,Stayed
27392,53,Male,30,Technology,5991.0,,,Below Average,2,No,24,Bachelor’s Degree,Married,,Senior,,,No,No,No,Fair,Low,Stayed
66726,18,Male,4,Finance,9781.0,Good,Very High,Average,1,No,66,Master’s Degree,Married,4.0,Entry,Small,67.0,No,No,No,Good,High,Left
61503,55,Male,20,Education,5306.0,Excellent,High,Average,0,No,85,High School,Married,3.0,Senior,Large,63.0,Yes,Yes,No,Poor,Medium,Stayed
11795,31,Female,22,Education,5233.0,Poor,Medium,Average,0,No,5,High School,Married,3.0,Entry,Medium,47.0,No,No,No,Good,Low,Left
36175,23,Female,9,Technology,9520.0,Good,Very High,Low,0,No,11,Associate Degree,Married,1.0,Mid,Medium,46.0,No,No,No,Excellent,High,Stayed
15516,42,Female,13,Technology,6683.0,,,Average,0,Yes,21,Master’s Degree,Single,,Entry,,,No,No,No,Good,Medium,Left
38326,28,Male,13,Healthcare,8884.0,Fair,Low,High,0,No,75,High School,Married,1.0,Entry,Small,72.0,Yes,No,No,Fair,High,Left
46148,48,Male,5,Finance,10680.0,Good,High,Average,0,No,56,Bachelor’s Degree,Married,0.0,Entry,Small,83.0,Yes,No,No,Poor,Low,Stayed
68677,21,Male,9,Technology,8897.0,Poor,High,Average,1,No,28,Bachelor’s Degree,Single,2.0,Mid,Large,26.0,Yes,No,No,Good,Medium,Left
39366,26,Male,18,Education,3845.0,Poor,High,Low,2,No,32,Bachelor’s Degree,Married,1.0,Entry,Small,24.0,No,No,Yes,Fair,Medium,Left
55350,59,Male,26,Technology,9969.0,Poor,Very High,Below Average,1,No,5,Master’s Degree,Divorced,0.0,Senior,Small,91.0,No,No,No,Good,Low,Stayed
55082,51,Female,1,Technology,9574.0,Good,Very High,High,1,No,60,High School,Divorced,3.0,Mid,Medium,77.0,No,No,No,Excellent,Medium,Left
57094,41,Male,6,Technology,6011.0,Fair,High,Average,2,No,79,High School,Divorced,3.0,Entry,Medium,71.0,No,No,No,Good,Low,Left
73345,19,Female,1,Finance,8564.0,Good,Medium,Below Average,0,No,74,Associate Degree,Married,1.0,Senior,Large,64.0,No,No,No,Poor,Low,Stayed
11371,34,Female,17,Media,5299.0,Fair,High,Low,0,No,61,Master’s Degree,Single,0.0,Entry,Medium,82.0,Yes,No,No,Poor,High,Left
3166,23,Female,9,Media,5679.0,Fair,High,Average,0,Yes,1,High School,Married,0.0,Mid,Medium,65.0,No,No,No,Excellent,High,Left
45874,55,Female,4,Education,3277.0,Excellent,High,Average,0,No,69,Associate Degree,Married,4.0,Entry,Large,37.0,Yes,No,No,Excellent,Low,Stayed
50686,34,Female,21,Media,6148.0,Fair,Medium,Average,4,No,21,High School,Married,1.0,Entry,Medium,67.0,No,Yes,Yes,Fair,Low,Stayed
65280,58,Female,31,Media,6100.0,,,Average,1,No,11,Bachelor’s Degree,Single,0.0,Entry,Medium,63.0,No,No,No,Good,Low,Left
73199,33,Male,5,Finance,9188.0,Good,High,Average,2,No,69,Master’s Degree,Single,3.0,Entry,Small,30.0,No,No,No,Excellent,Very High,Stayed
51232,36,Female,8,Technology,8417.0,Good,Medium,Average,2,Yes,23,Bachelor’s Degree,Married,2.0,Mid,Medium,19.0,No,No,No,Good,Medium,Left
17775,44,Female,26,Technology,8679.0,Good,High,Average,0,No,79,Associate Degree,Single,1.0,Entry,Medium,74.0,No,No,No,Excellent,High,Left
62412,28,Female,2,Finance,7978.0,Good,High,Average,0,No,63,PhD,Married,1.0,Mid,Medium,78.0,No,No,No,Fair,Medium,Stayed
12098,52,Male,39,Education,4412.0,Excellent,Very High,Average,2,No,27,Associate Degree,Married,0.0,Senior,Medium,43.0,Yes,No,Yes,Good,Medium,Stayed
38593,42,Male,14,Technology,8479.0,Good,High,Below Average,0,Yes,86,High School,Divorced,0.0,Entry,Small,87.0,No,No,No,Good,High,Left
25672,55,Female,38,Healthcare,8126.0,Excellent,Medium,Average,0,No,19,High School,Single,1.0,Entry,Medium,74.0,No,No,No,Excellent,High,Left
